iter	Logloss
156	0.3801093209
157	0.3796153747
158	0.3791463547
159	0.3786804359
160	0.3779764922
161	0.3773700547
162	0.376726677
163	0.3761071859
164	0.3757102297
165	0.3751725908
166	0.3746740278
167	0.3742205694
168	0.3736975405
169	0.3731536264
170	0.3725053879
171	0.3720269245
172	0.3717315718
173	0.3712555795
174	0.3707270413
175	0.3701817999
176	0.3696999348
177	0.3691982059
178	0.3687124831
179	0.368219539
180	0.3675805342
181	0.3668724243
182	0.3664635378
183	0.3660126687
184	0.3654340383
185	0.3650301638
186	0.3644645475
187	0.3640098105
188	0.3634594688
189	0.3627826908
190	0.3623293337
191	0.3618653953
192	0.3615339963
193	0.3612205316
194	0.3608273277
195	0.3603176361
196	0.3598064964
197	0.3592620444
198	0.3588202896
199	0.3584089717
200	0.3578485121
201	0.3574191657
202	0.3570195576
203	0.3565325454
204	0.3560928188
205	0.3555157514
206	0.3551006641
207	0.3546005552
208	0.3540516272
209	0.3535860355
210	0.3531447217
211	0.352736256
212	0.3523642471
213	0.3519786556
214	0.3516808861
215	0.3512474136
216	0.3507947132
217	0.3503458153
218	0.349989457
219	0.3496069052
220	0.3491674496
221	0.3487408315
222	0.3483709826
223	0.3479081468
224	0.3475560029
225	0.3469645151
226	0.3466820968
227	0.3462723648
228	0.3458683836
229	0.3455044512
230	0.3450460105
231	0.3446175415
232	0.3442464636
233	0.3438685155
234	0.3434844333
235	0.3430065601
236	0.3426104943
237	0.3423105882
238	0.3419709259
239	0.3415447237
240	0.3411533605
241	0.3406878412
242	0.3400464293
243	0.3397204505
244	0.3393009669
245	0.338898108
246	0.338373114
247	0.338018043
248	0.3376830356
249	0.337241146
250	0.3368585703
251	0.3365001202
252	0.3361427107
253	0.3357094963
254	0.3353679546
255	0.3349606965
256	0.3347020941
257	0.3343084065
258	0.3338818266
259	0.3333077824
260	0.3329450784
261	0.3325413785
262	0.3322902394
263	0.3318808223
264	0.3314288414
265	0.331069856
266	0.3305840037
267	0.3303249196
268	0.3300265
269	0.3297718197
270	0.3293851699
271	0.3290025265
272	0.3286368169
273	0.3283142047
274	0.3279015834
275	0.3274664008
276	0.326968071
277	0.3265546372
278	0.3263317326
279	0.3259262152
280	0.3254941837
281	0.3251427339
282	0.3247228097
283	0.3243710411
284	0.3239952946
285	0.3237365188
286	0.3233642912
287	0.3231149233
288	0.3228840066
289	0.3224847331
290	0.3220050943
291	0.3217229528
292	0.3214461771
293	0.3211720692
294	0.3208534752
295	0.3205866822
296	0.3202187288
297	0.319912227
298	0.3195192575
299	0.3191945896
300	0.318947848
301	0.3185321452
302	0.3182658479
303	0.3178590687
304	0.3176094003
305	0.317206567
306	0.3169048677
307	0.3166033242
308	0.3162723653
309	0.3159236349
310	0.3156037429
311	0.315162234
312	0.3149347513
313	0.3145046454
314	0.3141754981
315	0.3138661999
316	0.3134279783
317	0.3129477319
318	0.3127360047
319	0.3124553304
320	0.3118396435
321	0.311425945
322	0.3110601439
323	0.3107987326
324	0.3103623688
325	0.3100696081
326	0.3096639235
327	0.3093507739
328	0.3089969545
329	0.3086015377
330	0.3082583067
331	0.307981546
332	0.3076611468
333	0.3072818192
334	0.3069400878
335	0.3066189905
336	0.3061574694
337	0.3057736319
338	0.3053608437
339	0.3050337979
340	0.3045955294
341	0.3043716497
342	0.3040600693
343	0.3037865454
344	0.3034599866
345	0.3031179691
346	0.302680262
347	0.3024138271
348	0.3020944288
349	0.3016214374
350	0.3013023936
351	0.300991228
352	0.3006439105
353	0.300327456
354	0.2999555118
355	0.299648212
356	0.29932533
357	0.2989128199
358	0.298582823
359	0.2983169752
360	0.2979942194
361	0.2975877642
362	0.2971990271
363	0.2968380238
364	0.2964247173
365	0.2961270157
366	0.2956984255
367	0.2953360496
368	0.2948634974
369	0.2945168205
370	0.2941480568
371	0.2938137245
372	0.2934561954
373	0.2931217333
374	0.29274368
375	0.2924128545
376	0.2920819302
377	0.291561002
378	0.2912457657
379	0.2908203578
380	0.2905315243
381	0.290240191
382	0.2899712941
383	0.2897011049
384	0.2894415207
385	0.2891575257
386	0.2886652375
387	0.2882801643
388	0.2878725865
389	0.2875387315
390	0.2870778866
391	0.2867173392
392	0.2863155179
393	0.2859975523
394	0.2856226697
395	0.2851833719
396	0.2847316858
397	0.2843577549
398	0.2838738588
399	0.2835473145
400	0.2831272734
401	0.2828547235
402	0.2825627618
403	0.2821622611
404	0.2818439743
405	0.2814511631
406	0.2810465341
407	0.2806876499
408	0.280405229
409	0.280054072
410	0.2798168847
411	0.2793852378
412	0.2790667558
413	0.2787191157
414	0.2782572841
415	0.2778363241
416	0.2774590009
417	0.2771019292
418	0.2767523355
419	0.2763995481
420	0.276143768
421	0.2758106973
422	0.2755057454
423	0.2750689956
424	0.2746781591
425	0.2743633068
426	0.2741952072
427	0.2737933258
428	0.2735401112
429	0.2732371134
430	0.2728216526
431	0.2724459727
432	0.2720858253
433	0.2717696839
434	0.2713018986
435	0.2710330968
436	0.2707176058
437	0.2703693983
438	0.2700766102
439	0.2696706431
440	0.2693691686
441	0.2689076254
442	0.2685429396
443	0.2682796005
444	0.2680604884
445	0.2676971432
446	0.2673529448
447	0.2669515799
448	0.2666700436
449	0.266371651
450	0.2660616811
451	0.2658213554
452	0.2655887185
453	0.2654279745
454	0.2650740107
455	0.2646978863
456	0.264306601
457	0.2640022885
458	0.2637221229
459	0.2633815415
460	0.2630489055
461	0.2627033509
462	0.262413572
463	0.2620349352
464	0.2615920813
465	0.2612253444
466	0.2609758407
467	0.2606873485
468	0.2604145994
469	0.2601215857
470	0.259784122
471	0.2595212475
472	0.2592414049
473	0.2589813524
474	0.2586603015
475	0.2582969793
476	0.2579517706
477	0.257737881
478	0.2575191846
479	0.2572282234
480	0.2569453257
481	0.2566326921
482	0.2562894712
483	0.2558866937
484	0.255517031
485	0.2552158475
486	0.2548128732
487	0.2544996401
488	0.2542237752
489	0.2539701523
490	0.2536392908
491	0.2533407404
492	0.2530087568
493	0.2527062804
494	0.2523385064
495	0.2520874408
496	0.2518173738
497	0.2515389205
498	0.2512462885
499	0.2509368036
500	0.2506539965
501	0.2503987952
502	0.2500016282
503	0.2497415207
504	0.2494961339
505	0.24922049
506	0.2488424951
507	0.2485183758
508	0.2482745904
509	0.2480183419
510	0.247792782
511	0.2474781764
512	0.2471717398
513	0.2467700469
514	0.2463938746
515	0.2460872204
516	0.2457112246
517	0.2453660431
518	0.2450965251
519	0.2447897109
520	0.2445747803
521	0.2442910843
522	0.2439191149
523	0.2436564228
524	0.2433823899
525	0.2430892273
526	0.2429274878
527	0.2426444377
528	0.2423560537
529	0.2420217335
530	0.2417855578
531	0.2414822504
532	0.2411499548
533	0.2408944463
534	0.2405219297
535	0.2401638861
536	0.2399044234
537	0.239715696
538	0.2394555676
539	0.2392272894
540	0.238962095
541	0.2386837425
542	0.2384714641
543	0.2382143934
544	0.2379649482
545	0.2375961729
546	0.2373101842
547	0.2371101693
548	0.2368863901
549	0.2366475742
550	0.2363750173
551	0.2361696035
552	0.2359530313
553	0.2356221181
554	0.2352464102
555	0.2350167435
556	0.2347291982
557	0.2344739115
558	0.2340840351
559	0.2337872637
560	0.233577833
561	0.2333100729
562	0.2330467543
563	0.2327804952
564	0.232529501
565	0.2321902471
566	0.2318133258
567	0.2315955932
568	0.2312285261
569	0.2309756451
570	0.2307569255
571	0.2304749926
572	0.2303051371
573	0.2300251987
574	0.2297152739
575	0.2294237492
576	0.2291527628
577	0.2289552951
578	0.2286626528
579	0.2284916033
580	0.2282414482
581	0.2278840912
582	0.2276500821
583	0.2273849069
584	0.2271930178
585	0.2270256478
586	0.2267767507
587	0.226651155
588	0.226415645
589	0.2262435889
590	0.2259987998
591	0.225767252
592	0.2254634789
593	0.225277784
594	0.2250864723
595	0.224816965
596	0.2246264921
597	0.224348889
598	0.2240830916
599	0.2238808135
600	0.2236452764
601	0.2233544598
602	0.2231056916
603	0.2228511174
604	0.2225604861
605	0.2223850594
606	0.2220625035
607	0.2218779035
608	0.2217404188
609	0.2214140829
610	0.2211402053
611	0.2208808409
612	0.2206646034
613	0.220528011
614	0.2202597058
615	0.2200794156
616	0.2198414996
617	0.2195680978
618	0.2193417586
619	0.2190828678
620	0.2188483351
621	0.2186430021
622	0.218486251
623	0.2182534705
624	0.2179430482
625	0.2176531035
626	0.2173705357
627	0.2170908201
628	0.2168961908
629	0.2166294889
630	0.2163152956
631	0.2160553385
632	0.2157539364
633	0.2154600828
634	0.2152465945
635	0.2150425379
636	0.2147610354
637	0.2145807895
638	0.2143625716
639	0.2141392092
640	0.2139050894
641	0.2136069321
642	0.2133402409
643	0.2131483969
644	0.2129604657
645	0.2126368694
646	0.2124039911
647	0.2122307032
648	0.212040528
649	0.2118014294
650	0.2115899341
651	0.2114354691
652	0.2112020555
653	0.2110510262
654	0.2107879044
655	0.210509615
656	0.2102982945
657	0.2101823663
658	0.2100547331
659	0.2098005818
660	0.209505355
661	0.2093334219
662	0.2090969066
663	0.2087924193
664	0.2085315657
665	0.2083092198
666	0.2081283296
667	0.2078928445
668	0.207697482
669	0.2075041857
670	0.2072920924
671	0.2071190077
672	0.2068974378
673	0.2066716416
674	0.2064858038
675	0.2062873425
676	0.2061041367
677	0.2058450483
678	0.2056934321
679	0.2055655152
680	0.2053210997
681	0.2050815948
682	0.2047725492
683	0.2045327979
684	0.2042637581
685	0.2040557741
686	0.203801819
687	0.2036391376
688	0.2034303369
689	0.2031783705
690	0.2029364317
691	0.2027355054
692	0.2025208439
693	0.2023965914
694	0.2022128037
695	0.2020208325
696	0.2018888735
697	0.2016437035
698	0.2014405301
699	0.2012895577
700	0.2011215833
701	0.2009231643
702	0.200728133
703	0.2004559469
704	0.2002300161
705	0.2000588746
706	0.1999765312
707	0.1997542162
708	0.1996011277
709	0.1994420547
710	0.1992780154
711	0.1990868879
712	0.1988864469
713	0.1987282738
714	0.1985626099
715	0.1984334349
716	0.1982597778
717	0.1981653406
718	0.1979575771
719	0.1978300605
720	0.1976711174
721	0.1975445021
722	0.1973214842
723	0.1970537757
724	0.1968526004
725	0.1967172435
726	0.1964823184
727	0.1963079179
728	0.196090729
729	0.1959362802
730	0.1957067838
731	0.1955225914
732	0.1953583087
733	0.1951683487
734	0.1949650433
735	0.1948310155
736	0.194567388
737	0.1943557792
738	0.1941203855
739	0.1938936146
740	0.1936430183
741	0.1934609443
742	0.1931935076
743	0.1931002665
744	0.1928791552
745	0.1926464889
746	0.1924340308
747	0.192286146
748	0.1920518616
749	0.1919171449
750	0.1917148968
751	0.1914437058
752	0.1912070359
753	0.1910260576
754	0.1909358484
755	0.1908159255
756	0.1906225944
757	0.190489627
758	0.1902386601
759	0.1900899614
760	0.1899227582
761	0.1897224572
762	0.189583964
763	0.1893656721
764	0.18919668
765	0.1889918528
766	0.1888622481
767	0.1886277095
768	0.1884090118
769	0.1882068262
770	0.1880146349
771	0.1878714813
772	0.1877176967
773	0.187522467
774	0.1873194135
775	0.1871885176
776	0.1869787383
777	0.1867889299
778	0.1865952382
779	0.1864132443
780	0.1862278732
781	0.1859980742
782	0.1857919525
783	0.1856275352
784	0.1854819438
785	0.1853665418
786	0.1851956459
787	0.1850011299
788	0.1848112026
789	0.1846572618
790	0.1844844827
791	0.1842601658
792	0.1841100932
793	0.1839836511
794	0.1838537646
795	0.1837278549
796	0.1835545266
797	0.1834109834
798	0.1833285724
799	0.1831417869
800	0.1830174264
801	0.1828727194
802	0.1826974378
803	0.1825791608
804	0.182494242
805	0.1822811088
806	0.1820764048
807	0.1819075282
808	0.1817886948
809	0.1815943303
810	0.1814461947
811	0.1812759552
812	0.1812014205
813	0.1810547459
814	0.1809028247
815	0.1807251939
816	0.1805228639
817	0.1803273665
818	0.1801453496
819	0.179939897
820	0.1797795597
821	0.1796347818
822	0.1794721388
823	0.1793376626
824	0.179159963
825	0.1789158411
826	0.1786999056
827	0.1785623478
828	0.1784195973
829	0.1782000427
830	0.1780318088
831	0.1778684526
832	0.1776725494
833	0.1775338331
834	0.1774247296
835	0.177291838
836	0.1771647671
837	0.1770263558
838	0.1768844091
839	0.1767616506
840	0.1766434673
841	0.176460082
842	0.176345696
843	0.1761898653
844	0.1760788352
845	0.175977652
846	0.175836856
847	0.1756547805
848	0.1754782233
849	0.1753237242
850	0.1751725327
851	0.1749638597
852	0.1747639434
853	0.1746305766
854	0.1744408169
855	0.1742476925
856	0.1740896226
857	0.1739861409
858	0.1738251817
859	0.1736978187
860	0.1736133232
861	0.1734355304
862	0.1732802652
863	0.1730941601
864	0.1728944411
865	0.1727186422
866	0.1725257529
867	0.1723487699
868	0.1722140529
869	0.1720523678
870	0.1718794361
871	0.171654914
872	0.1715214444
873	0.171361307
874	0.1711583148
875	0.1709388074
876	0.1707578855
877	0.1706440032
878	0.1704659531
879	0.170302171
880	0.1701410609
881	0.1700108889
882	0.1698769952
883	0.1697070797
884	0.1695630728
885	0.1694852625
886	0.1693331581
887	0.1692094472
888	0.1690928266
889	0.168963823
890	0.1688414152
891	0.1686917001
892	0.1684893846
893	0.1682891839
894	0.1681686454
895	0.168076796
896	0.1679182986
897	0.1677180296
898	0.167587699
899	0.1674969079
900	0.1673254585
901	0.1672250573
902	0.1671217539
903	0.166954113
904	0.1668056616
905	0.1666508709
906	0.1664894402
907	0.166403084
908	0.1663021603
909	0.1661501976
910	0.1659149751
911	0.1657942341
912	0.1656769292
913	0.1655044137
914	0.1653803902
915	0.1651929666
916	0.1650978487
917	0.1649789627
918	0.1648275285
919	0.1646662053
920	0.1645068897
921	0.1643606292
922	0.1642647521
923	0.164110585
924	0.1640100826
925	0.1638704993
926	0.1637551208
927	0.1636157915
928	0.1634416234
929	0.1632761036
930	0.163127696
931	0.1629734317
932	0.1628252202
933	0.1627213322
934	0.162606521
935	0.1624891168
936	0.1623532239
937	0.1622353206
938	0.1621316184
939	0.1620182441
940	0.1618751589
941	0.161780914
942	0.1615987551
943	0.1614169793
944	0.1612945204
945	0.1611536683
946	0.1609925949
947	0.1608194005
948	0.1607037882
949	0.1605538555
950	0.1604347024
951	0.160290695
952	0.1601569691
953	0.1599864782
954	0.1597968466
955	0.1596228028
956	0.1594728555
957	0.159351055
958	0.1592154234
959	0.1590692955
960	0.1589141515
961	0.1588552556
962	0.1587565963
963	0.1586213064
964	0.1584681275
965	0.1583221454
966	0.1581700446
967	0.1580419314
968	0.1579097867
969	0.1577277804
970	0.1576274181
971	0.1574486407
972	0.1572551999
973	0.1571248071
974	0.1570191144
975	0.156902688
976	0.1567765919
977	0.1566677669
978	0.1565544421
979	0.1564036251
980	0.1562367812
981	0.1561051195
982	0.1560041022
983	0.1558926536
984	0.1557674072
985	0.1556599037
986	0.1554835943
987	0.1553090314
988	0.1552217457
989	0.1551232027
990	0.1550072618
991	0.1548308108
992	0.1547255436
993	0.1546291785
994	0.1545103142
995	0.154326817
996	0.1541665559
997	0.154057545
998	0.1539143851
999	0.1537652437
