iter	Passed	Remaining
407	5422	7867
408	5435	7853
409	5448	7840
410	5461	7826
411	5473	7811
412	5486	7797
413	5499	7783
414	5511	7769
415	5524	7756
416	5536	7740
417	5549	7726
418	5561	7711
419	5573	7696
420	5586	7682
421	5599	7669
422	5612	7655
423	5625	7642
424	5637	7627
425	5650	7613
426	5662	7598
427	5675	7584
428	5687	7570
429	5701	7557
430	5713	7543
431	5725	7528
432	5737	7513
433	5750	7499
434	5763	7485
435	5775	7471
436	5788	7457
437	5801	7443
438	5813	7429
439	5826	7415
440	5839	7401
441	5852	7388
442	5864	7374
443	5877	7360
444	5890	7346
445	5904	7333
446	5917	7320
447	5930	7307
448	5942	7292
449	5954	7277
450	5967	7263
451	5979	7250
452	5992	7236
453	6005	7222
454	6018	7209
455	6031	7195
456	6044	7182
457	6058	7170
458	6071	7156
459	6084	7143
460	6097	7129
461	6110	7115
462	6123	7102
463	6136	7089
464	6150	7076
465	6163	7062
466	6175	7048
467	6188	7034
468	6200	7020
469	6213	7006
470	6225	6992
471	6238	6978
472	6251	6964
473	6263	6951
474	6277	6937
475	6289	6923
476	6302	6910
477	6314	6896
478	6327	6882
479	6340	6868
480	6353	6854
481	6365	6840
482	6377	6826
483	6390	6812
484	6403	6799
485	6416	6786
486	6429	6772
487	6442	6758
488	6455	6745
489	6467	6731
490	6482	6720
491	6495	6706
492	6507	6692
493	6520	6678
494	6532	6664
495	6546	6651
496	6559	6638
497	6571	6624
498	6585	6611
499	6598	6598
500	6611	6584
501	6623	6571
502	6637	6557
503	6649	6544
504	6662	6530
505	6675	6517
506	6688	6503
507	6700	6489
508	6713	6475
509	6725	6461
510	6737	6447
511	6749	6433
512	6762	6419
513	6774	6405
514	6787	6392
515	6799	6378
516	6811	6363
517	6824	6350
518	6838	6337
519	6851	6324
520	6864	6310
521	6877	6297
522	6890	6284
523	6902	6270
524	6915	6256
525	6927	6242
526	6939	6228
527	6952	6214
528	6964	6201
529	6977	6187
530	6989	6173
531	7002	6160
532	7015	6146
533	7028	6133
534	7040	6119
535	7053	6106
536	7066	6092
537	7079	6079
538	7091	6065
539	7104	6052
540	7118	6039
541	7131	6026
542	7144	6013
543	7158	6000
544	7169	5985
545	7182	5972
546	7195	5959
547	7209	5946
548	7222	5932
549	7235	5919
550	7248	5906
551	7260	5892
552	7272	5878
553	7285	5865
554	7297	5851
555	7311	5838
556	7323	5824
557	7336	5811
558	7350	5798
559	7363	5785
560	7375	5771
561	7388	5758
562	7401	5745
563	7414	5731
564	7427	5718
565	7441	5705
566	7453	5692
567	7466	5678
568	7479	5665
569	7491	5651
570	7504	5638
571	7517	5624
572	7530	5611
573	7542	5598
574	7555	5584
575	7568	5571
576	7581	5558
577	7594	5544
578	7606	5531
579	7619	5517
580	7632	5504
581	7645	5491
582	7658	5477
583	7670	5463
584	7682	5450
585	7695	5437
586	7709	5424
587	7721	5410
588	7734	5397
589	7746	5383
590	7759	5369
591	7771	5355
592	7784	5342
593	7797	5329
594	7810	5316
595	7823	5302
596	7835	5289
597	7847	5275
598	7860	5261
599	7873	5248
600	7885	5234
601	7897	5221
602	7910	5207
603	7923	5194
604	7936	5181
605	7949	5168
606	7961	5154
607	7974	5141
608	7986	5127
609	7999	5114
610	8013	5101
611	8025	5088
612	8037	5074
613	8050	5060
614	8062	5047
615	8075	5034
616	8089	5021
617	8102	5008
618	8114	4994
619	8127	4981
620	8140	4968
621	8153	4954
622	8166	4941
623	8178	4928
624	8191	4914
625	8204	4901
626	8216	4888
627	8228	4874
628	8241	4861
629	8253	4847
630	8266	4833
631	8279	4821
632	8292	4807
633	8304	4794
634	8317	4780
635	8330	4767
636	8343	4754
637	8356	4741
638	8369	4728
639	8382	4714
640	8395	4701
641	8408	4688
642	8420	4674
643	8432	4661
644	8445	4648
645	8458	4634
646	8470	4621
647	8483	4608
648	8496	4595
649	8508	4581
650	8521	4568
651	8534	4555
652	8546	4541
653	8559	4528
654	8571	4514
655	8584	4501
656	8597	4488
657	8609	4474
658	8622	4461
659	8635	4448
660	8648	4435
661	8660	4421
662	8673	4408
663	8687	4396
664	8701	4383
665	8714	4370
666	8727	4357
667	8740	4344
668	8753	4331
669	8767	4318
670	8780	4304
671	8793	4292
672	8808	4279
673	8823	4267
674	8837	4255
675	8853	4243
676	8868	4231
677	8883	4219
678	8898	4206
679	8913	4194
680	8929	4182
681	8945	4171
682	8959	4158
683	8973	4145
684	8988	4133
685	9005	4121
686	9019	4109
687	9035	4097
688	9050	4085
689	9064	4072
690	9078	4059
691	9092	4047
692	9105	4033
693	9118	4020
694	9130	4007
695	9144	3993
696	9157	3980
697	9170	3967
698	9183	3954
699	9195	3940
700	9208	3927
701	9221	3914
702	9234	3901
703	9246	3887
704	9258	3874
705	9271	3861
706	9285	3848
707	9297	3834
708	9310	3821
709	9324	3808
710	9337	3795
711	9353	3783
712	9367	3770
713	9380	3757
714	9393	3744
715	9407	3731
716	9420	3718
717	9435	3705
718	9450	3693
719	9465	3680
720	9480	3668
721	9495	3656
722	9509	3643
723	9522	3630
724	9536	3617
725	9551	3604
726	9565	3591
727	9580	3579
728	9594	3566
729	9609	3554
730	9623	3541
731	9637	3528
732	9650	3515
733	9663	3501
734	9675	3488
735	9688	3475
736	9702	3462
737	9714	3448
738	9727	3435
739	9739	3422
740	9753	3408
741	9765	3395
742	9778	3382
743	9791	3369
744	9804	3355
745	9818	3342
746	9831	3329
747	9844	3316
748	9856	3303
749	9868	3289
750	9882	3276
751	9895	3263
752	9907	3250
753	9920	3236
754	9933	3223
755	9947	3210
756	9960	3197
757	9974	3184
758	9986	3170
759	9999	3157
760	10014	3145
761	10029	3132
762	10044	3120
763	10059	3107
764	10073	3094
765	10087	3081
766	10100	3068
767	10116	3055
768	10130	3043
769	10145	3030
770	10158	3017
771	10172	3004
772	10186	2991
773	10201	2978
774	10218	2966
775	10234	2954
776	10252	2942
777	10288	2935
778	10303	2922
779	10319	2910
780	10338	2899
781	10354	2886
782	10369	2873
783	10385	2861
784	10399	2848
785	10414	2835
786	10429	2822
787	10442	2809
788	10456	2796
789	10469	2782
790	10482	2769
791	10495	2756
792	10508	2743
793	10521	2729
794	10534	2716
795	10549	2703
796	10561	2690
797	10574	2676
798	10587	2663
799	10602	2650
800	10618	2638
801	10633	2625
802	10648	2612
803	10664	2599
804	10678	2586
805	10692	2573
806	10705	2560
807	10718	2547
808	10732	2533
809	10745	2520
810	10759	2507
811	10772	2494
812	10785	2480
813	10798	2467
814	10810	2453
815	10823	2440
816	10837	2427
817	10850	2414
818	10863	2400
819	10876	2387
820	10890	2374
821	10903	2361
822	10917	2347
823	10930	2334
824	10942	2321
825	10955	2307
826	10968	2294
827	10981	2281
828	10995	2268
829	11008	2254
830	11023	2241
831	11036	2228
832	11049	2215
833	11062	2201
834	11075	2188
835	11088	2175
836	11101	2161
837	11114	2148
838	11128	2135
839	11141	2122
840	11155	2109
841	11170	2096
842	11184	2082
843	11199	2070
844	11213	2056
845	11229	2044
846	11244	2031
847	11258	2018
848	11273	2005
849	11289	1992
850	11306	1979
851	11320	1966
852	11334	1953
853	11348	1940
854	11362	1926
855	11375	1913
856	11387	1900
857	11400	1886
858	11415	1873
859	11429	1860
860	11444	1847
861	11458	1834
862	11472	1821
863	11486	1808
864	11500	1794
865	11515	1781
866	11529	1768
867	11543	1755
868	11557	1742
869	11571	1729
870	11584	1715
871	11598	1702
872	11611	1689
873	11624	1675
874	11637	1662
875	11650	1649
876	11663	1635
877	11676	1622
878	11689	1609
879	11702	1595
880	11716	1582
881	11730	1569
882	11743	1556
883	11757	1542
884	11771	1529
885	11785	1516
886	11799	1503
887	11814	1490
888	11829	1476
889	11844	1463
890	11857	1450
891	11872	1437
892	11888	1424
893	11903	1411
894	11919	1398
895	11934	1385
896	11949	1372
897	11962	1358
898	11976	1345
899	11989	1332
900	12001	1318
901	12014	1305
902	12027	1292
903	12041	1278
904	12053	1265
905	12066	1251
906	12080	1238
907	12094	1225
908	12107	1212
909	12120	1198
910	12133	1185
911	12146	1172
912	12159	1158
913	12172	1145
914	12186	1132
915	12199	1118
916	12212	1105
917	12225	1092
918	12238	1078
919	12251	1065
920	12264	1052
921	12277	1038
922	12290	1025
923	12302	1011
924	12315	998
925	12327	985
926	12341	971
927	12353	958
928	12366	945
929	12378	931
930	12392	918
931	12405	905
932	12417	891
933	12430	878
934	12443	865
935	12456	851
936	12470	838
937	12482	825
938	12496	811
939	12509	798
940	12522	785
941	12534	771
942	12547	758
943	12559	745
944	12571	731
945	12584	718
946	12597	705
947	12609	691
948	12626	678
949	12639	665
950	12651	651
951	12664	638
952	12677	625
953	12690	611
954	12704	598
955	12717	585
956	12729	571
957	12743	558
958	12756	545
959	12769	532
960	12782	518
961	12795	505
962	12808	492
963	12822	478
964	12834	465
965	12847	452
966	12860	438
967	12874	425
968	12886	412
969	12901	399
970	12914	385
971	12928	372
972	12942	359
973	12957	345
974	12970	332
975	12984	319
976	12999	306
977	13013	292
978	13026	279
979	13040	266
980	13055	252
981	13068	239
982	13082	226
983	13094	212
984	13106	199
985	13119	186
986	13132	172
987	13145	159
988	13158	146
989	13171	133
990	13184	119
991	13198	106
992	13212	93
993	13226	79
994	13240	66
995	13253	53
996	13265	39
997	13278	26
998	13292	13
999	13305	0
