iter	Logloss
319	0.3065481806
320	0.3061603315
321	0.3058485627
322	0.3056245105
323	0.3052345625
324	0.3048582368
325	0.3045754239
326	0.3042109622
327	0.3038670974
328	0.3035496407
329	0.3030821801
330	0.3029052457
331	0.3025582074
332	0.3022480648
333	0.3020097291
334	0.3017935379
335	0.3014155639
336	0.301210591
337	0.3008301788
338	0.3007142842
339	0.3005430403
340	0.3002462035
341	0.2999285671
342	0.2996766299
343	0.2993882365
344	0.2992028097
345	0.2988686074
346	0.2985408474
347	0.2981277021
348	0.2979454728
349	0.2976337322
350	0.2972765694
351	0.2969250648
352	0.296691768
353	0.2962783607
354	0.2959238448
355	0.2957014256
356	0.2954487335
357	0.2953035566
358	0.2948834682
359	0.294476195
360	0.2941641031
361	0.2938257773
362	0.2935680418
363	0.2933228374
364	0.2930345932
365	0.2926848907
366	0.2923910537
367	0.2921927085
368	0.2920019481
369	0.2916830412
370	0.2913188026
371	0.2909680403
372	0.2907443911
373	0.2902768338
374	0.2898655139
375	0.2895230022
376	0.2892796589
377	0.2888963488
378	0.2885507986
379	0.2882018818
380	0.2879513971
381	0.2876956586
382	0.287520113
383	0.2873114525
384	0.2872184241
385	0.2869596867
386	0.2866235668
387	0.2865258761
388	0.2862041129
389	0.2859443783
390	0.2854571746
391	0.2852630517
392	0.2849544496
393	0.2847700856
394	0.2842638168
395	0.2840729035
396	0.2839325261
397	0.2836077968
398	0.2832160023
399	0.2831349206
400	0.2827471035
401	0.282501357
402	0.2822768493
403	0.2819958282
404	0.2815241991
405	0.2812989602
406	0.2810656177
407	0.2806303079
408	0.2802708289
409	0.2798748561
410	0.2795618816
411	0.2794280481
412	0.2789432727
413	0.278572686
414	0.2783758765
415	0.2779751302
416	0.2779150624
417	0.277672636
418	0.2775914906
419	0.2773212667
420	0.2770594561
421	0.276648359
422	0.2762830021
423	0.2758800733
424	0.2756905992
425	0.2753473701
426	0.275281766
427	0.275046431
428	0.2747769091
429	0.2742922297
430	0.2739286865
431	0.2738406983
432	0.2737541583
433	0.2735469603
434	0.2732880723
435	0.2728813351
436	0.2726388882
437	0.2723165841
438	0.2720007577
439	0.2716661664
440	0.2713407012
441	0.2711099445
442	0.2707753923
443	0.2704790802
444	0.2699786275
445	0.2696828384
446	0.26916805
447	0.2688611044
448	0.2688027772
449	0.268690849
450	0.2684189136
451	0.2679800354
452	0.2676638302
453	0.2673370683
454	0.2670679961
455	0.2668264443
456	0.2666846263
457	0.2663629658
458	0.2660123468
459	0.2655880289
460	0.2652687411
461	0.2649928545
462	0.2647175625
463	0.2642838058
464	0.2639895808
465	0.2635026934
466	0.2632047276
467	0.2629480172
468	0.2626884879
469	0.2624457987
470	0.2622480917
471	0.2618477466
472	0.2615300971
473	0.2612265356
474	0.2609107154
475	0.2607771989
476	0.2604621362
477	0.2602457431
478	0.2599646818
479	0.2596716655
480	0.2594195278
481	0.2593694042
482	0.2591242897
483	0.2587462284
484	0.2583855558
485	0.2580452144
486	0.2578157991
487	0.257530571
488	0.2572998753
489	0.257003519
490	0.256721008
491	0.2565110013
492	0.2564640158
493	0.2560885423
494	0.2558301963
495	0.2554026392
496	0.2552940106
497	0.255057079
498	0.2548470204
499	0.254572951
500	0.2542444756
501	0.2540412113
502	0.2537630988
503	0.2535400428
504	0.253190995
505	0.252929542
506	0.2526629095
507	0.252595357
508	0.2523496591
509	0.2523046214
510	0.252174074
511	0.2520550193
512	0.2517200147
513	0.2515161722
514	0.2512004349
515	0.2510694675
516	0.2510394852
517	0.2507090992
518	0.2503372387
519	0.2500472836
520	0.2497983579
521	0.2494245056
522	0.249250313
523	0.2491113456
524	0.2489238477
525	0.2488937702
526	0.2488651666
527	0.2487135392
528	0.2482892228
529	0.2480839137
530	0.2480205132
531	0.2477725008
532	0.2477445885
533	0.2474654912
534	0.2472070561
535	0.2469195208
536	0.2465612931
537	0.2461213272
538	0.2460730113
539	0.2458431729
540	0.2455491812
541	0.2452139425
542	0.2448639332
543	0.2445781447
544	0.2445477954
545	0.2442489891
546	0.2439276928
547	0.2436464191
548	0.2433637562
549	0.2430515734
550	0.2428328427
551	0.2427849203
552	0.2427577376
553	0.2424789484
554	0.2424513464
555	0.2422100553
556	0.2419512992
557	0.2417299208
558	0.2413124921
559	0.241075765
560	0.2408170308
561	0.2404952412
562	0.240227842
563	0.240101243
564	0.2398866388
565	0.2396042361
566	0.2392980484
567	0.2390774391
568	0.2387425129
569	0.2385196587
570	0.2383137945
571	0.2380745522
572	0.2378073606
573	0.237769487
574	0.2377408767
575	0.2374319038
576	0.2372044825
577	0.2370292854
578	0.2366895709
579	0.236396697
580	0.2361568532
581	0.2359591718
582	0.2357035402
583	0.2356287704
584	0.2354452678
585	0.2351218784
586	0.2349145434
587	0.2346683644
588	0.2344987161
589	0.2344708552
590	0.2341596364
591	0.2341324843
592	0.2338124639
593	0.2335775347
594	0.2333935818
595	0.233114158
596	0.2329246218
597	0.2328991498
598	0.2327532545
599	0.2324937356
600	0.232471383
601	0.2322358101
602	0.2320704107
603	0.2318867501
604	0.2316131811
605	0.23143974
606	0.2313584586
607	0.231095957
608	0.2308754792
609	0.2305724917
610	0.2303479058
611	0.2301303675
612	0.2301077988
613	0.2298530798
614	0.2296417049
615	0.2294016283
616	0.2291853185
617	0.2290058102
618	0.2288098923
619	0.2285608789
620	0.2284112699
621	0.2281045036
622	0.2278261209
623	0.2276928846
624	0.2275104045
625	0.2273022615
626	0.2270504448
627	0.226967288
628	0.226662642
629	0.2266400735
630	0.2265926375
631	0.2262850644
632	0.2261017151
633	0.2259294286
634	0.2257576535
635	0.2254854572
636	0.2251861907
637	0.2249107313
638	0.2247338838
639	0.2245375154
640	0.2242634715
641	0.2240042958
642	0.2239814662
643	0.2237050633
644	0.2236831479
645	0.2234592835
646	0.2234248817
647	0.2232417416
648	0.2230062381
649	0.222851566
650	0.2226330897
651	0.2224265248
652	0.2222464548
653	0.2221249068
654	0.2220919792
655	0.2217515333
656	0.2215733688
657	0.2213224335
658	0.2210664303
659	0.2209403127
660	0.2207664322
661	0.2206917143
662	0.2205728436
663	0.2205501132
664	0.2203377159
665	0.2201237443
666	0.2199303025
667	0.2197404749
668	0.2194660868
669	0.219251585
670	0.2190689166
671	0.2190456526
672	0.2190117396
673	0.2188156772
674	0.2186194602
675	0.2183921434
676	0.2181209204
677	0.2178791144
678	0.2178577521
679	0.2176878341
680	0.2174391163
681	0.217174925
682	0.217152531
683	0.2169246428
684	0.216748831
685	0.2164893554
686	0.2161832806
687	0.2158976428
688	0.2157462228
689	0.2155371928
690	0.2152720731
691	0.2149545008
692	0.2147202475
693	0.2146986576
694	0.2146769129
695	0.2144661607
696	0.2142242561
697	0.2140467633
698	0.2140150653
699	0.2139636797
700	0.2137539331
701	0.2135268049
702	0.2133727522
703	0.2133515251
704	0.2132598433
705	0.2130596079
706	0.2127643897
707	0.2126768864
708	0.2124687544
709	0.212450599
710	0.2123098386
711	0.2121316786
712	0.2119267255
713	0.211906345
714	0.2116668511
715	0.2115195909
716	0.2114998098
717	0.2112898495
718	0.2110898112
719	0.2108651213
720	0.2106407718
721	0.2105114513
722	0.2102946253
723	0.2101382504
724	0.2101188826
725	0.2100385919
726	0.2099821855
727	0.2098299992
728	0.2096509992
729	0.2094652977
730	0.2092793645
731	0.2090923832
732	0.2089677896
733	0.208776678
734	0.2085841675
735	0.2085646554
736	0.2083343249
737	0.2082994148
738	0.2081208012
739	0.2080905415
740	0.2078949792
741	0.2077292511
742	0.207566611
743	0.2075469973
744	0.20730145
745	0.2070097245
746	0.2069915127
747	0.2067698199
748	0.2067515262
749	0.2067234257
750	0.2065489026
751	0.2064122517
752	0.2062308142
753	0.2060903044
754	0.2058608195
755	0.2056879622
756	0.2055226766
757	0.2053377903
758	0.2053198821
759	0.2051545907
760	0.2049330287
761	0.2047664448
762	0.2045986983
763	0.2044975763
764	0.2044795475
765	0.2043661413
766	0.2042036183
767	0.2040299027
768	0.2039320676
769	0.2039145662
770	0.2037466545
771	0.2037292279
772	0.203701065
773	0.2035776073
774	0.2034096758
775	0.2031666221
776	0.2030245974
777	0.2027648272
778	0.2025342341
779	0.2024082578
780	0.202229642
781	0.2019947716
782	0.2019142769
783	0.2016860962
784	0.2015166371
785	0.2013750865
786	0.2013570436
787	0.2012041813
788	0.2010156209
789	0.2008717327
790	0.2007650106
791	0.200582676
792	0.2004219884
793	0.2002738447
794	0.2001625362
795	0.1999682882
796	0.1999511865
797	0.1998321418
798	0.199645496
799	0.1994546644
800	0.1993133801
801	0.1991976189
802	0.1991802207
803	0.1989762361
804	0.1988995058
805	0.1986349061
806	0.1985448821
807	0.1984015011
808	0.1982218784
809	0.1980818844
810	0.1980313883
811	0.1978040848
812	0.1976229171
813	0.1976058068
814	0.1975892619
815	0.1974195804
816	0.1972548662
817	0.1971697009
818	0.1970457211
819	0.1969551179
820	0.1967485451
821	0.196540866
822	0.1963097588
823	0.1962402303
824	0.1962235577
825	0.1960859623
826	0.1960593781
827	0.1958975482
828	0.1956812059
829	0.1955498478
830	0.1952312173
831	0.1952153098
832	0.195131643
833	0.1950215047
834	0.1949016091
835	0.1948403734
836	0.1948244315
837	0.1948102465
838	0.1945696902
839	0.1945465873
840	0.1944017051
841	0.1942497158
842	0.1941969514
843	0.1940415154
844	0.1940253292
845	0.1938488849
846	0.1937464973
847	0.193630752
848	0.1934527174
849	0.193310835
850	0.1931408303
851	0.1931260927
852	0.1930187373
853	0.1928520635
854	0.1926975098
855	0.1925721158
856	0.1925121345
857	0.1924198685
858	0.1923760405
859	0.1922314457
860	0.1920474722
861	0.1919314965
862	0.191706539
863	0.1915004863
864	0.1912770112
865	0.1911353052
866	0.1910653328
867	0.1909087454
868	0.1908931253
869	0.1907134023
870	0.1906987403
871	0.1905831406
872	0.1904837942
873	0.1903616717
874	0.1901479985
875	0.190028884
876	0.1898707579
877	0.1898301903
878	0.1898061012
879	0.1896636082
880	0.1894797562
881	0.18931356
882	0.1892981713
883	0.1891335073
884	0.1891182655
885	0.1889004163
886	0.1888718185
887	0.1887614668
888	0.1886755634
889	0.1885828043
890	0.1885684514
891	0.1885541868
892	0.1883990553
893	0.1882575688
894	0.1880947956
895	0.1879655302
896	0.1877793582
897	0.1876032455
898	0.1873864111
899	0.1872717187
900	0.187218675
901	0.1869995733
902	0.1868836574
903	0.1867863476
904	0.1867716182
905	0.1864908442
906	0.186302649
907	0.1861110497
908	0.1860965212
909	0.1860319551
910	0.1858538949
911	0.1856802814
912	0.1855822495
913	0.1853740348
914	0.185347202
915	0.185228286
916	0.1851510581
917	0.1849959099
918	0.1848294349
919	0.1847140819
920	0.1844972451
921	0.1842191738
922	0.1842031998
923	0.1841633938
924	0.183999344
925	0.1838681094
926	0.1837414954
927	0.1836630368
928	0.1834704274
929	0.1834562951
930	0.1833799585
931	0.1832013022
932	0.1831779245
933	0.183067607
934	0.1829249166
935	0.182729134
936	0.1825141691
937	0.1824989791
938	0.1823737644
939	0.1822507311
940	0.1822082684
941	0.1820840361
942	0.1819255731
943	0.1819117979
944	0.1818974983
945	0.1817887113
946	0.1816179405
947	0.1815980493
948	0.181436847
949	0.181368622
950	0.1813551204
951	0.1813420035
952	0.1811678234
953	0.1809286083
954	0.1807930168
955	0.1806449342
956	0.1806315236
957	0.1804947949
958	0.1803280237
959	0.1801498223
960	0.1801299151
961	0.1800224811
962	0.1798645338
963	0.1796555644
964	0.1795214039
965	0.179489282
966	0.1793303182
967	0.1792230539
968	0.1792097685
969	0.1790571463
970	0.1789537217
971	0.1789405985
972	0.1787288605
973	0.1786198537
974	0.1784736385
975	0.1782477382
976	0.178233337
977	0.1780846904
978	0.1780713419
979	0.1778636831
980	0.1776408849
981	0.1775772537
982	0.1774639417
983	0.1774428353
984	0.1774098852
985	0.1773972133
986	0.1773319617
987	0.177304907
988	0.1771083032
989	0.1770823291
990	0.176916744
991	0.1768037718
992	0.1766378741
993	0.1765403219
994	0.1763929193
995	0.17631353
996	0.1762939369
997	0.176143097
998	0.1759297833
999	0.1759177434
